,test_id,gene_id,gene,sample_1,sample_2,status,value_1,value_2,log2(fold_change),test_stat,p_value,q_value,significant,Transcript length (including UTRs and CDS),m6a_sites,m6a_ratio,SG_transcripts_per_cell,transcript_per_cell,fraction_molecules_in_SGs
8765,ENST00000526991,ENSG00000255112.2,CHMP1B,SG,TOT,OK,8.46017,14.1122,-0.7381810000000001,2.4257299999999997,5e-05,0.000542289,yes,3032.0,1.0,0.80497613,0.7768751147842057,11.042410015649452,0.07035376459334582
8766,ENST00000527150,ENSG00000148948.7,LRRC4C,SG,TOT,OK,16.5201,8.53254,0.953176,-2.36674,5e-05,0.000542289,yes,3085.0,0.0,0.759481521,1.5169972451790632,6.676478873239436,0.2272151644573413
8767,ENST00000527156,ENSG00000171492.14,LRRC8D,SG,TOT,OK,2.03505,3.66965,-0.8505799999999999,0.480688,0.4142,0.647836,no,922.0,3.0,0.811814586,0.1868732782369146,2.8714006259780906,0.06508087953531723
8768,ENST00000527175,ENSG00000165046.12,LETM2,SG,TOT,OK,6.93905,10.1993,-0.555667,0.341385,0.5770000000000001,0.759728,no,529.0,0.0,0.69892243,0.6371946740128558,7.980672926447573,0.0798422238181473
8769,ENST00000527197,ENSG00000179950.13,PUF60,SG,TOT,OK,0.6806439999999999,3.25913,-2.2595099999999997,3.79799,5e-05,0.000542289,yes,1559.0,2.0,,0.06250174471992653,2.5501799687010953,0.02450875839627941
8770,ENST00000527343,ENSG00000110651.11,CD81,SG,TOT,OK,0.975289,39.0625,-5.32381,1.7626700000000002,0.20205,0.48418199999999995,no,720.0,1.0,0.045635873,0.08955821854912763,30.565336463223787,0.002930058324628099
8771,ENST00000527376,ENSG00000187079.16,TEAD1,SG,TOT,OK,80.5149,31.7915,1.3406200000000001,-1.00929,0.0838,0.337891,no,474.0,3.0,0.174665485,7.393471074380165,24.87597809076682,0.297213281319153
8772,ENST00000527414,ENSG00000100697.14,DICER1,SG,TOT,OK,19.7268,3.83816,2.36167,-7.25788,5e-05,0.000542289,yes,6179.0,5.0,0.426225448,1.8114600550964186,3.003255086071987,0.6031655664206869
8773,ENST00000527431,ENSG00000205339.9,IPO7,SG,TOT,OK,56.3007,39.9397,0.495332,-0.505984,0.37595,0.618556,no,607.0,5.0,0.28026098,5.169944903581267,31.25172143974961,0.16542912407396299
8774,ENST00000527432,ENSG00000119707.13,RBM25,SG,TOT,OK,28.0717,12.9989,1.11073,-3.30395,5e-05,0.000542289,yes,3375.0,4.0,0.613857778,2.5777502295684114,10.171283255086072,0.25343412084010414
8775,ENST00000527436,ENSG00000137185.12,ZSCAN9,SG,TOT,OK,3.9075599999999997,4.47374,-0.195212,0.51097,0.3777,0.619954,no,2062.0,0.0,0.730369892,0.3588209366391184,3.5005790297339594,0.10250330976426733
8776,ENST00000527447,ENSG00000137504.13,CREBZF,SG,TOT,OK,19.5483,9.35844,1.0627,-4.22735,5e-05,0.000542289,yes,7140.0,3.0,0.632959036,1.795068870523416,7.3227230046948355,0.24513679806986266
8777,ENST00000527548,ENSG00000149806.10,FAU,SG,TOT,OK,60.282,185.46400000000003,-1.62134,3.07743,5e-05,0.000542289,yes,538.0,0.0,0.048572699,5.535537190082644,145.12050078247262,0.03814441901892345
8778,ENST00000527610,ENSG00000172922.9,RNASEH2C,SG,TOT,OK,0.20086400000000001,4.28235,-4.41411,1.50871,0.13285,0.41421199999999997,no,835.0,0.0,0.217225189,0.018444811753902664,3.3508215962441317,0.005504563947712728
8779,ENST00000527633,ENSG00000137502.9,RAB30,SG,TOT,OK,9.507639999999999,4.5675,1.05768,-0.807645,0.16415,0.44770200000000004,no,9859.0,1.0,0.472475502,0.8730615243342514,3.573943661971831,0.24428519498613538
8780,ENST00000527717,ENSG00000137726.16,FXYD6,SG,TOT,OK,3.9763599999999997,4.9641,-0.32008600000000004,0.9682290000000001,0.09715,0.371539,no,1799.0,0.0,0.338849948,0.36513865932047745,3.8842723004694837,0.09400439286307088
8781,ENST00000527733,ENSG00000170242.17,USP47,SG,TOT,OK,33.7824,10.9188,1.6294600000000001,-6.385669999999999,5e-05,0.000542289,yes,9994.0,3.0,,3.1021487603305786,8.543661971830986,0.36309357399187453
8782,ENST00000527762,ENSG00000109929.9,SC5D,SG,TOT,OK,1.20289,8.35933,-2.79688,2.2796,0.00615,0.042011099999999996,yes,589.0,2.0,0.308647308,0.11045821854912763,6.540946791862285,0.01688719111529095
8783,ENST00000527766,ENSG00000150433.9,TMEM218,SG,TOT,OK,0.351246,1.55623,-2.1475,0.9341649999999999,0.23465,0.507694,no,812.0,0.0,0.276645622,0.03225399449035812,1.2177073552425666,0.026487476117718897
8784,ENST00000527879,ENSG00000255150.2,EID3,SG,TOT,OK,0.58829,1.80824,-1.61999,0.314261,0.3878,0.627893,no,1467.0,0.0,0.706222102,0.05402112029384756,1.4148982785602504,0.03818021486945161
8785,ENST00000527947,ENSG00000101146.12,RAE1,SG,TOT,OK,7.71927,20.6781,-1.42157,3.5590800000000002,5e-05,0.000542289,yes,1503.0,0.0,0.164292175,0.7088402203856748,16.180046948356807,0.04380952803463048
8786,ENST00000527952,ENSG00000149177.12,PTPRJ,SG,TOT,OK,3.73255,6.02939,-0.69185,0.495598,0.3522,0.600062,no,626.0,2.0,0.264030831,0.34275022956841134,4.71783255086072,0.07264993529833526
8787,ENST00000527958,ENSG00000168092.13,PAFAH1B2,SG,TOT,OK,40.5279,28.9842,0.48365,-2.16752,0.00015,0.0015171,yes,4175.0,3.0,0.316306713,3.7215702479338844,22.679342723004694,0.16409515449312054
8788,ENST00000527974,ENSG00000116977.18,LGALS8,SG,TOT,OK,0.530704,3.66255,-2.78687,0.587467,0.0863,0.344992,no,1349.0,0.0,0.330818776,0.04873314967860422,2.865845070422535,0.01700480956963214
8789,ENST00000528095,ENSG00000048649.13,RSF1,SG,TOT,OK,10.9833,6.8583300000000005,0.679387,-1.4423,0.0126,0.077289,no,2107.0,1.0,0.712256031,1.0085674931129476,5.366455399061033,0.18793922954980977
8790,ENST00000528125,ENSG00000137720.7,C11orf1,SG,TOT,OK,3.66539,12.012,-1.7124400000000002,1.6105,0.01255,0.0770435,no,534.0,0.0,,0.3365831037649219,9.39906103286385,0.03581029026070348
8791,ENST00000528157,ENSG00000145050.16,MANF,SG,TOT,OK,21.1042,48.1781,-1.19085,5.04279,5e-05,0.000542289,yes,909.0,1.0,,1.937943067033976,37.69804381846635,0.05140699279692269
8792,ENST00000528163,ENSG00000008517.16,IL32,SG,TOT,OK,1.31789,6.78563,-2.36425,2.90477,0.0008,0.00697545,yes,950.0,0.0,0.158205799,0.12101836547291092,5.309569640062598,0.022792499896749474
8793,ENST00000528164,ENSG00000151366.12,NDUFC2,SG,TOT,OK,33.9382,144.153,-2.08662,5.27579,5e-05,0.000542289,yes,561.0,1.0,0.045242801,3.116455463728191,112.79577464788731,0.02762918623021809
8794,ENST00000528219,ENSG00000166435.15,XRRA1,SG,TOT,OK,0.10234800000000001,2.77279,-4.75979,0.779983,0.17685,0.460701,no,1016.0,3.0,0.569589917,0.009398347107438016,2.1696322378716744,0.004331769662796601
8795,ENST00000528364,ENSG00000074201.8,CLNS1A,SG,TOT,OK,36.2292,40.6029,-0.16443,0.440964,0.4391,0.666401,no,953.0,0.0,0.078716793,3.3268319559228647,31.770657276995305,0.10471397953519136
8796,ENST00000528499,ENSG00000084234.17,APLP2,SG,TOT,OK,47.663999999999994,41.3143,0.20625900000000003,-0.605506,0.2886,0.547642,no,2530.0,3.0,0.333646448,4.376859504132231,32.32730829420971,0.1353920179279569
8797,ENST00000528673,ENSG00000149289.10,ZC3H12C,SG,TOT,OK,18.6275,3.2719,2.50923,-3.94005,5e-05,0.000542289,yes,2931.0,0.0,0.532933465,1.710514233241506,2.560172143974961,0.6681246951565282
8798,ENST00000528848,ENSG00000254598.2,CSNK2A3,SG,TOT,OK,67.9832,51.1745,0.409754,-1.6567900000000002,0.00435,0.031172500000000002,yes,1309.0,0.0,0.123471002,6.242718089990817,40.04264475743349,0.15590174245001442
8799,ENST00000528896,ENSG00000007202.14,KIAA0100,SG,TOT,OK,149.52700000000002,48.923,1.61182,-5.12396,5e-05,0.000542289,yes,7428.0,4.0,0.444505835,13.73067033976125,38.28090766823161,0.35868194293512
8800,ENST00000528969,ENSG00000152558.14,TMEM123,SG,TOT,OK,69.2018,75.7261,-0.12998099999999999,0.194983,0.7353,0.855349,no,568.0,3.0,0.087313695,6.354618916437098,59.25359937402191,0.10724443719149158
8801,ENST00000529071,ENSG00000143195.12,ILDR2,SG,TOT,OK,8.22899,4.37862,0.9102389999999999,-1.35874,0.0193,0.109825,no,2566.0,2.0,0.490146062,0.7556464646464646,3.4261502347417836,0.22055263572042832
8802,ENST00000529151,ENSG00000129158.10,SERGEF,SG,TOT,OK,0.481099,3.3866300000000003,-2.81545,2.19388,0.01005,0.0638372,no,898.0,0.0,0.232392926,0.04417805325987144,2.6499452269170582,0.01667130807502316
8803,ENST00000529221,ENSG00000149292.16,TTC12,SG,TOT,OK,1.5896299999999999,1.98865,-0.32309899999999997,0.775072,0.1771,0.46072799999999997,no,2256.0,0.0,0.345394306,0.14597153351698805,1.5560641627543035,0.09380817128942284
8804,ENST00000529308,ENSG00000118369.12,USP35,SG,TOT,OK,2.35363,1.93815,0.280204,-0.618258,0.2835,0.543211,no,4725.0,1.0,0.676978019,0.21612764003673093,1.5165492957746478,0.1425127693764374
8805,ENST00000529397,ENSG00000154114.12,TBCEL,SG,TOT,OK,0.9576530000000001,1.054,-0.13830399999999998,0.142617,0.79995,0.8897370000000001,no,1375.0,1.0,0.358667956,0.08793875114784205,0.8247261345852895,0.10662782160051437
8806,ENST00000529479,ENSG00000149476.15,TKFC,SG,TOT,OK,3.63404,7.533289999999999,-1.0517100000000001,0.61274,0.42765,0.6580600000000001,no,1781.0,2.0,,0.3337043158861341,5.894593114241001,0.05661193392295789
8807,ENST00000529513,ENSG00000254469.7,AP002495.1,SG,TOT,OK,1.07926,1.4157799999999998,-0.391549,0.46871599999999997,0.45285,0.6765369999999999,no,655.0,0.0,,0.09910560146923784,1.1078090766823159,0.08946090400887567
8808,ENST00000529515,ENSG00000197302.10,ZNF720,SG,TOT,OK,0.0,2.11729,-inf,,0.10585,0.386716,no,518.0,0.0,0.556571714,0.0,1.6567214397496088,0.0
8809,ENST00000529629,ENSG00000149260.16,CAPN5,SG,TOT,OK,2.55638,3.59666,-0.492555,0.961463,0.10285,0.382363,no,2333.0,2.0,,0.23474563820018363,2.8142879499217526,0.08341208944404939
8810,ENST00000529655,ENSG00000175224.16,ATG13,SG,TOT,OK,14.2964,10.2853,0.47506400000000004,-1.37467,0.01585,0.09343430000000001,no,2566.0,2.0,0.318407552,1.3128007346189163,8.047965571205006,0.16312206147054295
8811,ENST00000529721,ENSG00000158555.14,GDPD5,SG,TOT,OK,9.58036,8.47818,0.176325,-0.525774,0.35615,0.602819,no,3222.0,1.0,0.405789002,0.8797392102846648,6.633943661971831,0.13261180002592557
8812,ENST00000529845,ENSG00000085788.13,DDHD2,SG,TOT,OK,9.25789,5.16055,0.8431569999999999,-0.6399100000000001,0.27395,0.535204,no,945.0,0.0,0.086170885,0.8501276400367309,4.037989045383411,0.21053242851381
8813,ENST00000529905,ENSG00000131238.17,PPT1,SG,TOT,OK,9.77137,20.3856,-1.06092,1.35849,0.02295,0.126307,no,1836.0,1.0,0.047472248,0.897279155188246,15.951173708920187,0.05625160703293395
8814,ENST00000529930,ENSG00000124444.15,ZNF576,SG,TOT,OK,1.91379,5.38397,-1.49224,1.70133,0.00755,0.050046,no,830.0,1.0,0.660289131,0.1757382920110193,4.212809076682316,0.041715228203367156
8815,ENST00000529983,ENSG00000257594.3,GALNT4,SG,TOT,OK,2.20486,2.16413,0.0268978,-0.0739382,0.8965,0.938575,no,5385.0,0.0,0.615568028,0.20246648301193754,1.6933724569640063,0.1195640582078046
8816,ENST00000530054,ENSG00000259112.2,NDUFC2-KCTD14,SG,TOT,OK,0.281536,1.28582,-2.1913,0.634954,0.57775,0.7601399999999999,no,656.0,0.0,0.078583215,0.02585270890725436,1.0061189358372455,0.025695479914351213
8817,ENST00000530167,ENSG00000188486.3,H2AFX,SG,TOT,OK,32.2372,58.1807,-0.8518120000000001,3.3865300000000005,5e-05,0.000542289,yes,1614.0,0.0,0.851601348,2.960257116620753,45.524804381846636,0.06502514742932489
8818,ENST00000530211,ENSG00000110321.16,EIF4G2,SG,TOT,OK,45.833999999999996,68.5463,-0.580658,0.324775,0.5695,0.754452,no,591.0,3.0,0.080899885,4.208815426997244,53.63560250391237,0.07847055370898907
8819,ENST00000530324,ENSG00000009780.15,FAM76A,SG,TOT,OK,0.664968,1.6592200000000001,-1.31915,0.824003,0.18925,0.47203199999999995,no,1027.0,0.0,0.119529709,0.06106225895316804,1.2982942097026604,0.047032682189311094
8820,ENST00000530342,ENSG00000173120.14,KDM2A,SG,TOT,OK,19.1805,8.74492,1.1331200000000001,-2.55002,5e-05,0.000542289,yes,3651.0,3.0,0.571663704,1.7612947658402203,6.842660406885759,0.2573991198025598
8821,ENST00000530348,ENSG00000285283.1,AL035078.4,SG,TOT,OK,0.0079557,16.173,-10.9893,0.374998,0.2499,0.516493,no,527.0,0.0,,0.0007305509641873277,12.654929577464786,5.77285681216475e-05
8822,ENST00000530349,ENSG00000176973.7,FAM89B,SG,TOT,OK,8.865969999999999,16.5653,-0.901816,2.48558,5e-05,0.000542289,yes,1251.0,0.0,0.371935483,0.8141386593204774,12.961893583724569,0.0628101638130049
8823,ENST00000530374,ENSG00000187954.12,CYHR1,SG,TOT,OK,3.9146699999999996,5.667669999999999,-0.533863,1.0729799999999998,0.0595,0.264845,no,2229.0,0.0,0.552687361,0.3594738292011019,4.4347965571205,0.08105756928667482
8824,ENST00000530393,ENSG00000166261.10,ZNF202,SG,TOT,OK,0.54447,1.50898,-1.47065,0.7600279999999999,0.24875,0.515772,no,4435.0,2.0,0.821458171,0.04999724517906336,1.180735524256651,0.04234415256586765
8825,ENST00000530446,ENSG00000172977.12,KAT5,SG,TOT,OK,8.0609,13.3601,-0.7289140000000001,1.62015,0.00605,0.0414256,yes,1697.0,2.0,0.315697202,0.7402112029384756,10.453912363067293,0.07080709855131113
8826,ENST00000530463,ENSG00000166478.9,ZNF143,SG,TOT,OK,3.263,3.35994,-0.042239599999999995,0.0795228,0.89025,0.935609,no,2022.0,0.0,0.119966102,0.29963269054178143,2.6290610328638495,0.1139694692501642
8827,ENST00000530514,ENSG00000141279.15,NPEPPS,SG,TOT,OK,18.0405,12.9899,0.47384499999999996,-1.2474,0.03045,0.158931,no,3251.0,2.0,0.151831294,1.656611570247934,10.164241001564946,0.16298428677486812
8828,ENST00000530541,ENSG00000078902.15,TOLLIP,SG,TOT,OK,2.11603,5.3091,-1.32711,1.38925,0.02245,0.12431199999999999,no,684.0,0.0,0.365407042,0.1943094582185491,4.154225352112676,0.046773932983614125
8829,ENST00000530617,ENSG00000149269.9,PAK1,SG,TOT,OK,7.561780000000001,8.645480000000001,-0.193221,0.49570299999999995,0.38015,0.622272,no,3001.0,1.0,0.263611587,0.6943783287419651,6.764851330203443,0.10264502423604373
8830,ENST00000530639,ENSG00000135362.13,PRR5L,SG,TOT,OK,2.71883,2.61623,0.0554955,-0.10456800000000001,0.8607,0.9213,no,3851.0,0.0,0.421126531,0.24966299357208446,2.047128325508607,0.121957666483881
8831,ENST00000530758,ENSG00000254999.3,BRK1,SG,TOT,OK,18.2491,61.9803,-1.7639900000000002,8.047239999999999,5e-05,0.000542289,yes,1150.0,1.0,0.072201903,1.675766758494031,48.49788732394366,0.03455339708512821
8832,ENST00000530762,ENSG00000132275.10,RRP8,SG,TOT,OK,11.9658,5.24674,1.1894200000000001,-1.9363599999999999,0.00255,0.019563499999999998,yes,956.0,0.0,0.583779097,1.0987878787878786,4.105430359937402,0.26764255691932687
8833,ENST00000530811,ENSG00000110060.8,PUS3,SG,TOT,OK,1.5878299999999999,2.75285,-0.793868,0.647578,0.2164,0.495359,no,1792.0,1.0,0.844807559,0.1458062442607897,2.1540297339593115,0.0676899868010568
8834,ENST00000531044,ENSG00000149294.16,NCAM1,SG,TOT,OK,3.09084,5.684419999999999,-0.8790129999999999,1.59171,0.0096,0.06150119999999999,no,2826.0,0.0,,0.2838236914600551,4.447902973395931,0.06381067508839079
8835,ENST00000531057,ENSG00000117152.13,RGS4,SG,TOT,OK,17.0913,11.3471,0.590932,-0.72414,0.20095,0.48302700000000004,no,544.0,1.0,0.288118789,1.569449035812672,8.878794992175273,0.17676374296239525
8836,ENST00000531183,ENSG00000165895.18,ARHGAP42,SG,TOT,OK,0.713753,1.7079799999999998,-1.2587899999999999,0.614424,0.33299999999999996,0.584517,no,690.0,0.0,0.117308236,0.06554205693296601,1.336447574334898,0.04904199625307707
8837,ENST00000531256,ENSG00000116497.17,S100PBP,SG,TOT,OK,0.8815200000000001,4.2405,-2.2661700000000002,0.646824,0.34035,0.5906359999999999,no,551.0,2.0,0.319630523,0.08094765840220386,3.318075117370892,0.024395969210710182
8838,ENST00000531289,ENSG00000104388.14,RAB2A,SG,TOT,OK,22.4376,29.6009,-0.39972199999999997,0.960694,0.0936,0.364027,no,1058.0,1.0,0.058142234,2.0603856749311293,23.16189358372457,0.08895583892928875
8839,ENST00000531380,ENSG00000174804.3,FZD4,SG,TOT,OK,3.8258099999999997,1.36395,1.4879799999999999,-6.14754,5e-05,0.000542289,yes,7387.0,1.0,0.455284659,0.3513140495867768,1.0672535211267606,0.3291758168348552
8840,ENST00000531469,ENSG00000175029.16,CTBP2,SG,TOT,OK,5.73648,17.5551,-1.61365,1.62267,0.0208,0.116803,no,1918.0,2.0,0.695788786,0.5267658402203856,13.736384976525821,0.038348214695538785
8841,ENST00000531491,ENSG00000134910.13,STT3A,SG,TOT,OK,19.1883,35.952,-0.905842,1.9154,0.0021,0.016456000000000002,yes,2160.0,0.0,0.078344637,1.7620110192837466,28.131455399061032,0.0626349043904269
8842,ENST00000531632,ENSG00000176148.15,TCP11L1,SG,TOT,OK,8.7041,7.144019999999999,0.284958,-0.469664,0.4173,0.650053,no,1898.0,0.0,0.261597911,0.7992745638200184,5.589999999999999,0.14298292733810708
8843,ENST00000531665,ENSG00000133794.17,ARNTL,SG,TOT,OK,1.9360099999999998,1.95078,-0.010965899999999999,0.00573103,0.985,0.988083,no,390.0,2.0,0.234017901,0.1777786960514233,1.526431924882629,0.1164668356010001
8844,ENST00000531667,ENSG00000154144.12,TBRG1,SG,TOT,OK,0.0,3.7942,-inf,,0.11555,0.398733,no,552.0,0.0,0.28081573,0.0,2.9688575899843506,0.0
8845,ENST00000531718,ENSG00000171204.12,TMEM126B,SG,TOT,OK,2.60492,14.7066,-2.49715,4.38227,5e-05,0.000542289,yes,575.0,2.0,0.319191657,0.23920293847566573,11.507511737089201,0.020786677775413816
8846,ENST00000531883,ENSG00000185946.15,RNPC3,SG,TOT,OK,0.411415,1.18695,-1.5286,1.19708,0.05005,0.233198,no,686.0,0.0,0.207051442,0.037779155188246094,0.9287558685446009,0.040677164438753535
8847,ENST00000532035,ENSG00000011405.13,PIK3C2A,SG,TOT,OK,12.2175,18.016,-0.560336,0.336362,0.61195,0.781341,no,584.0,4.0,0.273622302,1.1219008264462809,14.097026604068857,0.07958421715132921
8848,ENST00000532064,ENSG00000166266.13,CUL5,SG,TOT,OK,7.468189999999999,8.93641,-0.258937,0.35883699999999996,0.5362,0.731989,no,1109.0,0.0,0.300643712,0.6857842056932965,6.992496087636933,0.09807430667080325
8849,ENST00000532090,ENSG00000254470.2,AP5B1,SG,TOT,OK,16.7479,9.67713,0.791325,-3.7452099999999997,5e-05,0.000542289,yes,6980.0,2.0,0.843605074,1.5379155188246099,7.572089201877934,0.2031031962015444
8850,ENST00000532128,ENSG00000184860.9,SDR42E1,SG,TOT,OK,1.39404,1.7742799999999999,-0.347961,0.277949,0.62325,0.788862,no,832.0,2.0,0.705106361,0.12801101928374656,1.3883255086071986,0.09220533548517039
8851,ENST00000532203,ENSG00000158042.8,MRPL17,SG,TOT,OK,12.3571,27.2277,-1.13974,1.84326,0.0017,0.0136554,yes,448.0,1.0,0.456569035,1.1347199265381083,21.304929577464787,0.05326090951919194
8852,ENST00000532317,ENSG00000073921.17,PICALM,SG,TOT,OK,12.8692,11.5862,0.15150999999999998,-0.412833,0.4661,0.685336,no,3474.0,2.0,0.220289325,1.181744719926538,9.065884194053208,0.13035074071448066
8853,ENST00000532378,ENSG00000186104.10,CYP2R1,SG,TOT,OK,1.75167,1.70848,0.0360149,-0.06461889999999999,0.90705,0.9444450000000001,no,1746.0,0.0,,0.1608512396694215,1.3368388106416276,0.12032208998496949
8854,ENST00000532391,ENSG00000014138.8,POLA2,SG,TOT,OK,10.0654,3.98204,1.33782,-1.11753,0.05495,0.25019600000000003,no,580.0,1.0,0.15547111,0.9242791551882461,3.1158372456964005,0.2966390996400284
8855,ENST00000532414,ENSG00000254726.2,MEX3A,SG,TOT,OK,7.54082,3.1408400000000003,1.26357,-5.45977,5e-05,0.000542289,yes,6591.0,2.0,0.448357721,0.6924536271808999,2.457621283255086,0.2817576621340756
8856,ENST00000532444,ENSG00000149100.12,EIF3M,SG,TOT,OK,56.0402,67.3793,-0.265842,0.554481,0.33615,0.586906,no,633.0,0.0,0.028279368,5.146023875114784,52.72245696400626,0.09760591921252808
8857,ENST00000532583,ENSG00000162222.13,TTC9C,SG,TOT,OK,2.9051,9.38103,-1.6911599999999998,2.09291,0.0075,0.049771499999999996,yes,858.0,0.0,0.320695788,0.26676767676767676,7.340399061032865,0.03634239426897589
8858,ENST00000532695,ENSG00000111011.17,RSRC2,SG,TOT,OK,14.1154,14.692,-0.0577644,0.14641500000000002,0.7934,0.88645,no,2001.0,1.0,0.534709966,1.296179981634527,11.496087636932707,0.1127496608037657
8859,ENST00000532701,ENSG00000197601.12,FAR1,SG,TOT,OK,26.0445,16.7256,0.638919,-1.17301,0.0436,0.21018499999999998,no,1109.0,4.0,0.18812951,2.3915977961432504,13.087323943661971,0.18274154490547867
8860,ENST00000532705,ENSG00000110442.11,COMMD9,SG,TOT,OK,4.2007,12.5501,-1.57899,1.90083,0.01235,0.0760103,no,881.0,0.0,0.067893721,0.38573921028466485,9.820109546165884,0.03928054045336704
8861,ENST00000532829,ENSG00000167996.15,FTH1,SG,TOT,OK,48.1506,165.199,-1.7785799999999998,4.08465,5e-05,0.000542289,yes,912.0,1.0,0.147230572,4.421542699724517,129.26369327073553,0.034205603970047835
8862,ENST00000532838,ENSG00000254788.7,CKLF-CMTM1,SG,TOT,OK,3.67296,5.57475,-0.601963,0.703113,0.2288,0.503829,no,587.0,0.0,0.105618631,0.3372782369146005,4.362089201877934,0.07732034383189551
8863,ENST00000532872,ENSG00000149273.14,RPS3,SG,TOT,OK,131.971,439.231,-1.7347599999999999,6.761369999999999,5e-05,0.000542289,yes,737.0,0.0,0.027184793,12.118549127640037,343.6862284820031,0.035260502526287915
8864,ENST00000532959,ENSG00000166575.16,TMEM135,SG,TOT,OK,0.885934,2.9304900000000003,-1.72587,1.5157100000000001,0.04465,0.214075,no,1149.0,2.0,0.044299822,0.08135298438934802,2.2930281690140846,0.03547840601728269
8865,ENST00000533133,ENSG00000042429.11,MED17,SG,TOT,OK,1.59912,3.7305,-1.22209,0.91038,0.1258,0.406801,no,2370.0,2.0,0.103386869,0.14684297520661158,2.9190140845070425,0.05030567546281989
8866,ENST00000533172,ENSG00000167283.7,ATP5MG,SG,TOT,OK,13.7529,41.8998,-1.60721,0.40163000000000004,0.2314,0.5055689999999999,no,336.0,0.0,,1.262892561983471,32.78544600938967,0.03851991403813087
8867,ENST00000533181,ENSG00000284969.1,AL049629.2,SG,TOT,OK,0.0,8.428889999999999,-inf,,0.12655,0.407748,no,424.0,0.0,,0.0,6.595375586854459,0.0
8868,ENST00000533186,ENSG00000140988.15,RPS2,SG,TOT,OK,49.7403,126.196,-1.3431799999999998,3.1021,5e-05,0.000542289,yes,625.0,0.0,0.02600566,4.567520661157024,98.74491392801252,0.046255756164685705
8869,ENST00000533244,ENSG00000173992.8,CCS,SG,TOT,OK,0.39365900000000004,2.43637,-2.6297099999999998,2.17009,0.00035,0.003304,yes,1066.0,0.0,0.296487613,0.03614866850321396,1.9063928012519562,0.01896181546608579
8870,ENST00000533265,ENSG00000204381.11,LAYN,SG,TOT,OK,7.76708,38.858000000000004,-2.3227700000000002,2.33538,0.0171,0.0995208,no,1703.0,1.0,0.663125937,0.7132304866850321,30.40532081377152,0.023457423490232922
8871,ENST00000533297,ENSG00000150768.15,DLAT,SG,TOT,OK,27.1711,17.2366,0.6565949999999999,-1.16972,0.0496,0.23164400000000002,no,2118.0,2.0,,2.495050505050505,13.48716744913928,0.18499440408517603
8872,ENST00000533376,ENSG00000149091.15,DGKZ,SG,TOT,OK,2.41998,9.32705,-1.9464299999999999,1.67725,0.0163,0.0956977,no,496.0,1.0,0.339578981,0.2222203856749311,7.298161189358372,0.030448818532393625
8873,ENST00000533379,ENSG00000132286.11,TIMM10B,SG,TOT,OK,0.680055,10.5532,-3.9558800000000005,1.56182,0.21335,0.49347700000000005,no,608.0,1.0,0.334398949,0.06244765840220385,8.257589984350547,0.0075624556947671345
8874,ENST00000533403,ENSG00000085063.15,CD59,SG,TOT,OK,20.7237,60.1408,-1.53706,3.3376699999999997,5e-05,0.000542289,yes,1124.0,0.0,0.506445485,1.9030027548209367,47.05852895148669,0.04043906167961114
8875,ENST00000533412,ENSG00000110315.6,RNF141,SG,TOT,OK,3.42257,7.22394,-1.07771,1.53659,0.00935,0.06015449999999999,no,743.0,2.0,0.059987109,0.3142855831037649,5.6525352112676055,0.05560081828013682
8876,ENST00000533461,ENSG00000143442.21,POGZ,SG,TOT,OK,4.85899,6.32156,-0.379623,0.19901300000000002,0.7355,0.8554959999999999,no,550.0,5.0,0.66601858,0.44618824609733704,4.946447574334898,0.090203775414992
8877,ENST00000533473,ENSG00000255423.1,EBLN2,SG,TOT,OK,0.337316,1.26698,-1.9092200000000001,0.718637,0.24755,0.515219,no,1679.0,0.0,0.264657181,0.030974839302112027,0.991377151799687,0.03124425375941149
8878,ENST00000533482,ENSG00000113522.13,RAD50,SG,TOT,OK,11.3371,4.65511,1.28417,-3.6118900000000003,5e-05,0.000542289,yes,4373.0,0.0,0.492764358,1.0410560146923782,3.6424960876369323,0.28580840985000555
8879,ENST00000533544,ENSG00000175376.8,EIF1AD,SG,TOT,OK,2.63179,9.099110000000001,-1.78968,1.73225,0.01455,0.0871446,no,2916.0,1.0,0.41814745,0.24167033976124885,7.119804381846636,0.03394339602608123
8880,ENST00000533560,ENSG00000198945.7,L3MBTL3,SG,TOT,OK,2.65688,1.8093,0.554304,-1.7622,0.00235,0.0181937,yes,3165.0,3.0,0.492455055,0.2439742883379247,1.4157276995305164,0.17233136599561585
8881,ENST00000533601,ENSG00000139998.15,RAB15,SG,TOT,OK,24.0783,19.6615,0.29236599999999996,-0.6150899999999999,0.28025,0.540018,no,3437.0,0.0,0.418126034,2.2110468319559224,15.384585289514867,0.1437183252162688
8882,ENST00000533608,ENSG00000151348.13,EXT2,SG,TOT,OK,38.1529,41.5427,-0.122803,0.519408,0.36355,0.60931,no,10037.0,3.0,0.387337126,3.5034802571166206,32.506025039123635,0.1077794117521259
8883,ENST00000533642,ENSG00000148950.10,IMMP1L,SG,TOT,OK,0.39962600000000004,2.6686900000000002,-2.73941,1.09527,0.20295,0.48485200000000006,no,314.0,0.0,0.098907086,0.03669660238751148,2.0881768388106416,0.017573512791384416
8884,ENST00000533655,ENSG00000165490.12,DDIAS,SG,TOT,OK,5.23682,12.7038,-1.2785,2.1135900000000003,0.0028,0.021214700000000003,yes,3524.0,1.0,,0.4808833792470156,9.94037558685446,0.04837678164625434
